i,a,b,title,type,year,final,motivo,evidencia,flags
760,Saulo,Daniela Mercury,Festival de Verão Salvador,live,2012,SUSPEITA,"título genérico de festival, colaboração não confirmada",,
761,Saulo,Léo Santana,Não Vou Beber Hoje,live,2017,SUSPEITA,colaboração ao vivo não confirmada,,
763,Léo Santana,Parangolé,Rebolation (ao vivo),live,2011,SUSPEITA,"Rebolation é do Parangolé/Léo, participação ao vivo não confirmada",,
764,Parangolé,Léo Santana,Tá Tirando Onda,song,2012,SUSPEITA,colaboração não confirmada,,
765,Parangolé,Anitta,Cha Cha,song,2016,SUSPEITA,"par improvável Parangolé x Anitta, faixa não confirmada",,
766,Belo,Pixote,Pagode Amigos,live,2017,SUSPEITA,"título genérico de evento, colaboração não confirmada",,
767,Pixote,Ferrugem,Bombocado (ao vivo),live,2019,SUSPEITA,participação ao vivo não confirmada,,
768,Pixote,Péricles,Mistério da Noite,live,2016,SUSPEITA,colaboração ao vivo não confirmada,,
769,Wesley Safadão,Anitta,Você Partiu Meu Coração,song,2016,SUSPEITA,"parceria plausível, faixa não confirmada",,
770,Wesley Safadão,Léo Santana,Garota Difícil,song,2018,SUSPEITA,"parceria plausível, faixa não confirmada",,
771,Wesley Safadão,Ivete Sangalo,Garota Safada (ao vivo),live,2017,SUSPEITA,"Garota Safada é do Safadão, participação não confirmada",,
772,Maria Bethânia,Caetano Veloso,Brasileirinho ao Vivo,live,2004,SUSPEITA,"irmãos cantam juntos, faixa específica não confirmada",,
775,Pedro Sampaio,MC Zaac,Desce Pro Play (PA PA PA),song,2021,SUSPEITA,"Desce Pro Play é de Pedro Sampaio, participação de Zaac não confirmada",,
776,Pedro Sampaio,Dennis DJ,Garota Carente,song,2022,SUSPEITA,"parceria de funk plausível, faixa não confirmada",,
778,Dennis DJ,MC Zaac,Tá OK,song,2022,SUSPEITA,"Tá OK é de Dennis/Kevin O Chris/MC Ryan, Zaac não confirmado",,
779,Dennis DJ,Anitta,Meu Pedaço de Pecado,song,2014,SUSPEITA,"parceria de funk plausível, faixa não confirmada",,
780,Dennis DJ,Ludmilla,Onda Diferente,song,2018,SUSPEITA,"Onda Diferente é de Anitta/Ludmilla/Snoop, crédito de Dennis não confirmado",,
781,Anitta,Ludmilla,Onda Diferente,song,2018,SUSPEITA,possível duplicata (dup_of_563),,dup_of_563
782,Kevin O Chris,Anitta,Onda Diferente,song,2018,SUSPEITA,"Onda Diferente, crédito de Kevin O Chris não confirmado",,
783,Kevin O Chris,Dennis DJ,Tá Tranquilo (Vamo Que Vamo),song,2019,SUSPEITA,"parceria de funk plausível, faixa não confirmada",,
785,MC Hariel,MC Ryan SP,Faixa Preta,song,2021,SUSPEITA,"parceria de funk plausível, faixa não confirmada",,
786,MC Ryan SP,MC Don Juan,Eu E Você,song,2022,SUSPEITA,"parceria de funk plausível, faixa não confirmada",,
787,MC Cabelinho,MC Ryan SP,Tropa do Bairro,song,2021,SUSPEITA,"parceria plausível, faixa não confirmada",,
788,MC Livinho,MC Hariel,Vivendo o Sonho,song,2019,SUSPEITA,"parceria de funk plausível, faixa não confirmada",,
789,DJ GBR,MC Ryan SP,Hello Mototaxi,song,2022,SUSPEITA,"parceria de funk plausível, faixa não confirmada",,
790,DJ GBR,MC Hariel,Mansão BzrSP,song,2021,SUSPEITA,"parceria de funk plausível, faixa não confirmada",,
792,Felipe Original,Dennis DJ,Bum Bum Tam Tam,song,2017,SUSPEITA,"Bum Bum Tam Tam é do MC Fioti, crédito não confere",,
795,Léo Santana,Ludmilla,Onda Diferente,live,2019,SUSPEITA,"Onda Diferente ao vivo, participação de Léo não confirmada",,
796,Mc Marcinho,Ludmilla,Glamurosa,song,2019,SUSPEITA,"Glamurosa é do MC Marcinho, regravação com Ludmilla não confirmada",,
797,DJ Marlboro,Anitta,Tá na Mira,song,2013,SUSPEITA,"parceria plausível, faixa não confirmada",,
798,Vitão,Anitta,Complicado,song,2021,SUSPEITA,"parceria plausível, faixa não confirmada",,
799,Swedish House Mafia,The Weeknd,Moth To A Flame,song,2021,SUSPEITA,possível duplicata (dup_of_465),,dup_of_465
801,Swedish House Mafia,Axwell,Save the World,song,2011,SUSPEITA,"Save the World é do próprio SHM, par interno redundante",,
802,Swedish House Mafia,Sebastian Ingrosso,Don't You Worry Child,song,2012,SUSPEITA,"Don't You Worry Child é do próprio SHM, par interno redundante",,
803,Swedish House Mafia,Steve Angello,One (Your Name),song,2010,SUSPEITA,"One é do próprio SHM, par interno redundante",,
806,Sebastian Ingrosso,Steve Angello,It (as Buy Now!),song,2008,SUSPEITA,"projeto Buy Now! de Ingrosso/Angello plausível, faixa não confirmada",,
808,Flume,Tove Lo,Say It,song,2016,SUSPEITA,possível duplicata (near_dup_pair816),,near_dup_pair816
812,Tove Lo,Charli XCX,2 Die 4,song,2022,SUSPEITA,"'2 Die 4' é faixa solo da Tove Lo, Charli incerto",,
816,Tove Lo,Flume,Say It (Live),live,2016,SUSPEITA,'Say It' é real mas versão ao vivo incerta,,
817,Jackson Wang,88rising,Head in the Clouds (Compilation),album,2018,SUSPEITA,"coletânea de selo, pareamento de artista incerto",,
818,Rich Brian,NIKI,California,song,2021,SUSPEITA,feat Rich Brian/NIKI não confirmado de memória,,
820,Rich Brian,88rising,Head in the Clouds,album,2018,SUSPEITA,possível duplicata (near_dup),,near_dup_pair16132
821,NIKI,88rising,Head in the Clouds II,album,2019,SUSPEITA,"coletânea do selo, pareamento incerto",,
822,NIKI,Rich Brian,La Cienega,song,2020,SUSPEITA,'La Cienega' NIKI/Rich Brian incerto,,
823,Joji,88rising,Head in the Clouds,album,2018,SUSPEITA,"coletânea do selo, pareamento incerto",,
824,Higher Brothers,88rising,Five Stars,album,2019,SUSPEITA,"álbum Higher Brothers, vínculo com selo incerto",,
825,Jackson Wang,Higher Brothers,Open It Up (Pretty Please era),song,2019,SUSPEITA,feat Jackson Wang/Higher Brothers incerto,,
826,Vampire Weekend,MGMT,Festival Co-Headline,live,2013,SUSPEITA,show em festival genérico não verificável,,
827,RÜFÜS DU SOL,Empire of the Sun,Australian Electronic Showcase,live,2019,SUSPEITA,showcase ao vivo genérico não verificável,,
828,Daddy Yankee,Romeo Santos,Lluvia,song,2015,SUSPEITA,'Lluvia' Daddy Yankee/Romeo incerto,,
832,Don Omar,Wisin & Yandel,Sexy Robótica,song,2009,SUSPEITA,"'Sexy Robótica' é solo Don Omar, W&Y incerto",,
836,Wisin,Maluma,Vacaciones,song,2014,SUSPEITA,"'Vacaciones' é solo Wisin, Maluma incerto",,
842,Rauw Alejandro,Karol G,Inolvidable,song,2020,SUSPEITA,'Inolvidable' Rauw/Karol G não confirmado,,
844,Feid,J. Balvin,Niña,song,2020,SUSPEITA,'Niña' Feid/J Balvin não confirmado de memória,,
846,Myke Towers,Bad Bunny,Estamos Arriba,song,2021,SUSPEITA,possível duplicata (dup_of_502),,dup_of_502
852,SZA,Doja Cat,Kiss Me More,feature,2021,SUSPEITA,possível duplicata (dup_of_120),,dup_of_120
853,SZA,Drake,Slime You Out,feature,2023,SUSPEITA,possível duplicata (dup_of_11),,dup_of_11
856,Summer Walker,J. Balvin,"Bb, You Already",song,2022,SUSPEITA,'Bb You Already' Summer Walker/J Balvin incerto,,
861,Whitney Houston,Mariah Carey,When You Believe (live),live,2000,SUSPEITA,versão ao vivo Whitney/Mariah incerta,,
864,Madonna,Nicki Minaj,Bitch I'm Madonna,feature,2015,SUSPEITA,possível duplicata (dup_of_546),,dup_of_546
865,Madonna,Maluma,Medellín,feature,2019,SUSPEITA,possível duplicata (dup_of_547),,dup_of_547
866,Whitney Houston,Mariah Carey,When You Believe,song,1998,SUSPEITA,possível duplicata (near_dup_pair861),,near_dup_pair861
867,Mariah Carey,Snoop Dogg,Crybaby,feature,1999,SUSPEITA,possível duplicata (dup_of_284),,dup_of_284
868,Rich Brian,NIKI,Shouldn't Couldn't Wouldn't,song,2019,SUSPEITA,feat Rich Brian/NIKI não confirmado de memória,,
869,Rich Brian,Joji,Hopscotch,song,2019,SUSPEITA,'Hopscotch' Rich Brian/Joji não confirmado,,
870,Rich Brian,Higher Brothers,2 The Face,song,2019,SUSPEITA,'2 The Face' Rich Brian/Higher Brothers incerto,,
871,Jackson Wang,Higher Brothers,Tequila Sunrise,song,2019,SUSPEITA,'Tequila Sunrise' Jackson Wang/Higher Bros incerto,,
872,Jackson Wang,88rising,Tequila Sunrise,song,2019,SUSPEITA,"coletânea do selo, pareamento incerto",,
873,Joji,88rising,Walking,song,2019,SUSPEITA,'Walking' Joji/88rising não confirmado,,
874,NIKI,88rising,La Cienega,song,2018,SUSPEITA,'La Cienega' NIKI/88rising incerto,,
875,Joji,Jackson Wang,Walking,song,2019,SUSPEITA,'Walking' Joji/Jackson Wang incerto,,
876,Joji,Major Lazer,Walking,feature,2019,SUSPEITA,feat Joji/Major Lazer implausível e incerto,,
877,Jackson Wang,Ciara,Slow,song,2023,SUSPEITA,possível duplicata (near_dup_pair14441),,near_dup_pair14441
879,Ciara,Future,Body Party (Remix),song,2013,SUSPEITA,'Body Party Remix' com Future não confirmado,,
881,Zé Neto & Cristiano,Marília Mendonça,Bateria Acabou,live,2017,SUSPEITA,ao vivo Zé Neto & Cristiano/Marília incerto,,
882,Zé Neto & Cristiano,Henrique & Juliano,Ao Vivo em São José do Rio Preto,dvd,2015,SUSPEITA,DVD ao vivo genérico não verificável,,
883,Gusttavo Lima,Luan Santana,A Dor Desse Amor,song,2023,SUSPEITA,'A Dor Desse Amor' Gusttavo/Luan não confirmado,,
884,Gusttavo Lima,Wesley Safadão,Oi Vida,live,2023,SUSPEITA,'Oi Vida' ao vivo Gusttavo/Safadão incerto,,
885,Gusttavo Lima,Bruno & Marrone,Relação Errada,live,2023,SUSPEITA,'Relação Errada' ao vivo Gusttavo/B&M incerto,,
886,Bruno & Marrone,Leonardo,Cabaré,dvd,2022,SUSPEITA,DVD 'Cabaré' Bruno & Marrone/Leonardo incerto,,
887,Leonardo,Marília Mendonça,Live Cachaça Cabaré 4,live,2021,SUSPEITA,live Cachaça Cabaré Leonardo/Marília incerto,,
888,Jorge & Mateus,Henrique & Juliano,Xonei,feature,2024,SUSPEITA,'Xonei' Jorge & Mateus/Henrique & Juliano incerto,,
889,Chitãozinho & Xororó,Marília Mendonça,Elas em Evidências,dvd,2017,SUSPEITA,DVD Chitãozinho & Xororó/Marília incerto,,
890,Chitãozinho & Xororó,Luan Santana,Luan City,dvd,2021,SUSPEITA,'Luan City' DVD Chitãozinho & Xororó incerto,,
891,Matheus & Kauan,Luan Santana,Você Me Dominou,feature,2013,SUSPEITA,feat Matheus & Kauan/Luan não confirmado,,
892,Israel & Rodolffo,Wesley Safadão,Faz Amor Comigo Só Hoje,live,2021,SUSPEITA,ao vivo Israel & Rodolffo/Safadão incerto,,
893,Israel & Rodolffo,Marília Mendonça,Casa Mobiliada,song,2018,SUSPEITA,'Casa Mobiliada' Israel & Rodolffo/Marília incerto,,
894,Hugo & Guilherme,Marília Mendonça,Mal Feito,live,2022,SUSPEITA,'Mal Feito' ao vivo Hugo & Guilherme/Marília incerto,,
895,Empire of the Sun,Calvin Harris,DNA (Calvin Harris Remix),song,2013,SUSPEITA,'DNA' remix Calvin Harris não confirmado,,
899,Vampire Weekend,Beyoncé,Hold Up,song,2016,SUSPEITA,Koenig coescreveu 'Hold Up' mas não gravaram juntos,,
901,What So Not,Skrillex,GOH,song,2022,SUSPEITA,"colaboração incerta, título não confirmado",,
902,Empire of the Sun,Pnau,AEIOU,song,2023,SUSPEITA,título AEIOU entre eles não confirmado,,
903,Eptic,Marshmello,Hitta,song,2017,SUSPEITA,colaboração Eptic/Marshmello não confirmada,,
904,Eptic,Skrillex,Midnight Hour (Eptic Remix),song,2019,SUSPEITA,remix de Eptic não confirmado de memória,,
905,Knust,Matuê,De Peça Em Peça,feature,2018,SUSPEITA,feature trap brasileiro não confirmado,,
906,Hodari,BK',Tudo Pro Ar,feature,2022,SUSPEITA,feature não confirmado de memória,,
907,Hodari,Luísa Sonza,Embarcação do Amor,feature,2022,SUSPEITA,feature Hodari/Luísa Sonza não confirmado,,
909,Charlie Brown Jr.,Marcelo D2,Samba Makossa (Acústico MTV),live,2003,SUSPEITA,faixa do Acústico MTV não confirmada,,
910,Negra Li,Emicida,Quem Tem Fome Tem Pressa,song,2020,SUSPEITA,colaboração não confirmada de memória,,
911,Marcelo D2,Criolo,Quem Tem Fome Tem Pressa,song,2020,SUSPEITA,colaboração não confirmada de memória,,
913,Urias,Pabllo Vittar,Ouro,feature,2018,SUSPEITA,feature Urias/Pabllo não confirmado,,
914,Liniker,Pabllo Vittar,Deixa Estar,feature,2024,SUSPEITA,feature Liniker/Pabllo não confirmado,,
916,Tasha & Tracie,Gloria Groove,Pisando Fofo,feature,2022,SUSPEITA,feature não confirmado de memória,,
917,Marília Mendonça,Maiara & Maraisa,No Dia do Seu Casamento,live,2017,SUSPEITA,faixa ao vivo não confirmada de memória,,
919,Wizkid,Chris Brown,African Bad Gyal,song,2017,SUSPEITA,colaboração não confirmada de memória,,
920,Wizkid,Skepta,Fake It,song,2017,SUSPEITA,título não confirmado entre eles,,
921,Wizkid,Burna Boy,Ginger,song,2020,SUSPEITA,Ginger é Wizkid feat Burna? incerto,,
922,Wizkid,Rema,Bad Vibes,song,2021,SUSPEITA,colaboração não confirmada de memória,,
923,Wizkid,Olamide,Kana,song,2017,SUSPEITA,colaboração não confirmada de memória,,
925,Burna Boy,Stormzy,Real Life,song,2019,SUSPEITA,colaboração não confirmada de memória,,
926,Burna Boy,J. Cole,Be Honest,song,2019,SUSPEITA,possível duplicata (near_dup),,near_dup_pair16166
928,Burna Boy,Tems,Tablet,song,2022,SUSPEITA,colaboração não confirmada de memória,,
930,Burna Boy,Dave,Location,song,2021,SUSPEITA,Location é Dave feat Burna? título genérico incerto,,
931,Burna Boy,Skepta,Energy (Stay Far Away),song,2020,SUSPEITA,colaboração não confirmada de memória,,
932,Burna Boy,Popcaan,Mama,song,2018,SUSPEITA,colaboração não confirmada de memória,,
933,Burna Boy,Sauti Sol,Fiwe,song,2020,SUSPEITA,colaboração não confirmada de memória,,
935,Burna Boy,Youssou N'Dour,Different,song,2019,SUSPEITA,colaboração não confirmada de memória,,
936,Tems,Future,Wait for U,song,2022,SUSPEITA,possível duplicata (dup_of_514),,dup_of_514
939,Tems,J. Cole,9 5 . s o u l,song,2021,SUSPEITA,título estilizado incerto de memória,,
940,Tems,Brent Faiyaz,Damage,song,2021,SUSPEITA,colaboração não confirmada de memória,,
941,Tems,Rema,highway (Smoothie),song,2021,SUSPEITA,título não confirmado de memória,,
943,Black Coffee,Diplo,You Need Me,song,2018,SUSPEITA,colaboração não confirmada de memória,,
945,Black Coffee,Sabrina Claudio,Superman,song,2022,SUSPEITA,colaboração não confirmada de memória,,
946,Black Coffee,Celeste,Superman,song,2022,SUSPEITA,colaboração não confirmada de memória,,
947,Black Coffee,Usher,LaLaLa,song,2023,SUSPEITA,colaboração não confirmada de memória,,
950,CKay,Oxlade,Love Nwantiti (Remix),remix,2021,SUSPEITA,versão remix com Oxlade não confirmada,,
951,CKay,El Grand Toto,Love Nwantiti (Remix),remix,2021,SUSPEITA,versão norte-africana do remix não confirmada,,
953,Tyla,Calvin Harris,Jump,song,2024,SUSPEITA,colaboração Tyla/Calvin Harris não confirmada,,
954,Tyla,Gunna,Water (Remix),remix,2023,SUSPEITA,versão remix com Gunna não confirmada,,
957,Davido,Nicki Minaj,Jowo,song,2019,SUSPEITA,Jowo é solo; feat Nicki não confirmado,,
958,Davido,Tiwa Savage,Be My Guest,song,2013,SUSPEITA,colaboração não confirmada de memória,,
959,Davido,Burna Boy,Shopping Spree,song,2021,SUSPEITA,colaboração não confirmada de memória,,
960,Davido,Zlatan,Bum Bum,song,2019,SUSPEITA,colaboração não confirmada de memória,,
961,Davido,Mayorkun,Betty Butter,song,2018,SUSPEITA,colaboração não confirmada de memória,,
962,Davido,Peruzzi,Southy Love,song,2019,SUSPEITA,colaboração não confirmada de memória,,
963,Davido,Naira Marley,Sweet in the Middle,song,2019,SUSPEITA,colaboração não confirmada de memória,,
964,Davido,Dremo,Like Dat,song,2019,SUSPEITA,colaboração não confirmada de memória,,
965,Davido,2Baba,Va Don,song,2020,SUSPEITA,colaboração não confirmada de memória,,
966,Davido,Sarkodie,Pere,song,2017,SUSPEITA,colaboração não confirmada de memória,,
967,Davido,Stonebwoy,Activate,song,2018,SUSPEITA,colaboração não confirmada de memória,,
968,Davido,Diamond Platnumz,Assurance (Remix),remix,2018,SUSPEITA,remix não confirmado de memória,,
970,Tiwa Savage,Stormzy,Temptation,song,2020,SUSPEITA,colaboração não confirmada de memória,,
971,Tiwa Savage,Mr Eazi,Tiwa's Vibe,song,2017,SUSPEITA,colaboração não confirmada de memória,,
972,Tiwa Savage,Olamide,Standing Ovation,song,2019,SUSPEITA,colaboração não confirmada de memória,,
973,Tiwa Savage,Naira Marley,Sho,song,2020,SUSPEITA,colaboração não confirmada de memória,,
974,Tiwa Savage,Brandy,2 Kinds of Love,song,2019,SUSPEITA,colaboração não confirmada de memória,,
975,Yemi Alade,Patoranking,Temptation,song,2018,SUSPEITA,colaboração não confirmada de memória,,
977,Yemi Alade,Flavour,Oyi,song,2018,SUSPEITA,colaboração não confirmada de memória,,
979,Yemi Alade,Sarkodie,Me & You,song,2018,SUSPEITA,colaboração não confirmada de memória,,
980,Yemi Alade,Diamond Platnumz,Nikujua,song,2016,SUSPEITA,colaboração não confirmada de memória,,
981,Mr Eazi,Major Lazer,One Day,song,2018,SUSPEITA,título One Day não confirmado de memória,,
982,Mr Eazi,Diplo,Property,song,2019,SUSPEITA,colaboração não confirmada de memória,,
983,Mr Eazi,Simi,Surrender,song,2017,SUSPEITA,colaboração não confirmada de memória,,
984,Mr Eazi,Burna Boy,Car Battery,song,2018,SUSPEITA,colaboração não confirmada de memória,,
985,Mr Eazi,Sarkodie,Skin to Skin,song,2016,SUSPEITA,colaboração não confirmada de memória,,
986,Mr Eazi,Efya,Baby I'm Jealous,song,2015,SUSPEITA,colaboração não confirmada de memória,,
987,Mr Eazi,BNXN,If No Be You,song,2020,SUSPEITA,colaboração não confirmada de memória,,
989,Rema,Chris Brown,Time Flies,song,2023,SUSPEITA,colaboração não confirmada de memória,,
995,Ayra Starr,Tems,Favourite,song,2022,SUSPEITA,par plausível mas não confirmo a faixa,,
998,Omah Lay,Tems,I'm a Mess,song,2021,SUSPEITA,possível duplicata (near_dup) e faixa não confirmada,,near_dup_pair1390
999,Omah Lay,Maleek Berry,Ye Ye Ye,song,2019,SUSPEITA,par plausível mas faixa não confirmada,,
1000,Omah Lay,Fireboy DML,Spell,song,2022,SUSPEITA,par plausível mas faixa não confirmada,,
1001,Fireboy DML,Ed Sheeran,Peru (Remix),remix,2021,SUSPEITA,possível duplicata (dup_of_526),,dup_of_526
1003,Fireboy DML,Wande Coal,Scatter,song,2021,SUSPEITA,par plausível mas faixa não confirmada,,
1004,Fireboy DML,BNXN,Bounce,song,2022,SUSPEITA,par plausível mas faixa não confirmada,,
1005,Joeboy,Mr Eazi,Contour,song,2018,SUSPEITA,par plausível mas faixa não confirmada,,
1006,Joeboy,Oxlade,Lonely,song,2020,SUSPEITA,par plausível mas faixa não confirmada,,
1008,Asake,Burna Boy,Fuji Vibe,song,2022,SUSPEITA,par plausível mas título não confirmado,,
1011,Asake,Tiwa Savage,Loaded,song,2022,SUSPEITA,par plausível mas faixa não confirmada,,
1012,Olamide,Wande Coal,Make Up Your Mind,song,2013,SUSPEITA,par plausível mas faixa não confirmada,,
1014,Olamide,Burna Boy,Woske,song,2021,SUSPEITA,par plausível mas faixa não confirmada,,
1015,Olamide,Zlatan,Zanku (Legwork),song,2018,SUSPEITA,Zanku é de Zlatan; feature de Olamide incerto,,
1017,Olamide,Naira Marley,Poverty Die,song,2019,SUSPEITA,par plausível mas faixa não confirmada,,
1018,Olamide,9ice,Eni Duro,song,2012,SUSPEITA,Eni Duro é single de 9ice; feature incerto,,
1020,Wande Coal,D'banj,The Entertainer,song,2008,SUSPEITA,The Entertainer é álbum de D'banj; faixa incerta,,
1021,Wande Coal,Tiwa Savage,Come My Way,song,2013,SUSPEITA,par plausível mas faixa não confirmada,,
1022,2Baba,Fally Ipupa,For Instance,song,2016,SUSPEITA,par plausível mas faixa não confirmada,,
1023,2Baba,Wizkid,Opo,song,2014,SUSPEITA,par plausível mas faixa não confirmada,,
1026,D'banj,Snoop Dogg,Scape Goat,song,2012,SUSPEITA,par plausível mas faixa não confirmada,,
1027,D'banj,2Baba,Emergency,song,2014,SUSPEITA,par plausível mas faixa não confirmada,,
1028,D'banj,Wande Coal,Booty Call,song,2016,SUSPEITA,par plausível mas faixa não confirmada,,
1029,Patoranking,Sarkodie,Killing Dem,song,2017,SUSPEITA,par plausível mas faixa não confirmada,,
1033,Patoranking,Stylo G,Loving You Is Easy,song,2016,SUSPEITA,par plausível mas faixa não confirmada,,
1034,Flavour,2Baba,Obodo,song,2017,SUSPEITA,par plausível mas faixa não confirmada,,
